,drug_name,drug_id,ind_name,ind_id,status
6262,Afatinib,DB08916,Epidermal growth factor receptor positive non-small cell lung cancer,C1960925,Approved
6263,Ferric Carboxymaltose,DB08917,Iron deficiency anemia,C0162316,Approved
6264,Levomilnacipran,DB08918,Major Depressive Disorder,C1269683,Approved
6265,Perospirone,DB08922,Schizophrenia,C0036341,Approved
6266,Epoetin Zeta,DB08923,Anemia in chronic kidney disease,C1561828,Approved
6267,Dolutegravir,DB08930,HIV Infections,C0019693,Approved
6268,Riociguat,DB08931,Chronic thromboembolic pulmonary hypertension,C2363973,Approved
6269,Riociguat,DB08931,Pulmonary arterial hypertension,C2973725,Approved
6270,Macitentan,DB08932,Pulmonary arterial hypertension,C2973725,Approved
6271,Luliconazole,DB08933,Tinea Pedis,C0040259,Approved
6272,Luliconazole,DB08933,Tinea cruris,C1384589,Approved
6273,Luliconazole,DB08933,Tinea corporis (disorder),C0040252,Approved
6274,Sofosbuvir,DB08934,"Hepatitis C, Chronic",C0524910,Approved
6275,Obinutuzumab,DB08935,Chronic Lymphocytic Leukemia,C0023434,Approved
6276,Chlorcyclizine,DB08936,Common Cold,C0009443,Approved
6277,Chlorcyclizine,DB08936,Hay fever,C0018621,Approved
6278,Chlorcyclizine,DB08936,Rhinorrhea,C1260880,Approved
6279,Chlorcyclizine,DB08936,Allergic Conjunctivitis,C0009766,Approved
6280,Chlorcyclizine,DB08936,Allergic rhinitis (disorder),C2607914,Approved
6281,Chlorcyclizine,DB08936,Sneezing,C0037383,Approved
6282,Chlorcyclizine,DB08936,Nasal congestion (finding),C0027424,Approved
6283,Chlorcyclizine,DB08936,Coughing,C0010200,Approved
6284,Chlorcyclizine,DB08936,"Rhinitis, Vasomotor",C0035460,Approved
6285,Isoxsuprine,DB08941,Vascular Diseases,C0042373,Approved
6286,Isoxsuprine,DB08941,Cerebrovascular Disorders,C0007820,Approved
6287,Isoxsuprine,DB08941,Raynaud Disease,C0034734,Approved
6288,Floctafenine,DB08976,Acute onset pain,C0184567,Approved
6289,Etofenamate,DB08984,Degenerative polyarthritis,C0029408,Approved
6290,Enviomycin,DB08993,"Tuberculosis, Pulmonary",C0041327,Approved
6291,Demexiptiline,DB08998,Depressive disorder,C0011581,Approved
6292,Captodiame,DB09014,Anxiety Disorders,C0003469,Approved
6293,Butriptyline,DB09016,Depressive disorder,C0011581,Approved
6294,Bisacodyl,DB09020,Incomplete passage of stool,C0426639,Approved
6295,Bisacodyl,DB09020,Constipation,C0009806,Approved
6296,Aliskiren,DB09026,Hypertensive disease,C0020538,Approved
6297,Ledipasvir,DB09027,"Hepatitis C, Chronic",C0524910,Approved
6298,Secukinumab,DB09029,Chronic small plaque psoriasis,C0406317,Approved
6299,Vorapaxar,DB09030,Cerebrovascular accident,C0038454,Approved
6300,Miltefosine,DB09031,"Leishmaniasis, Visceral",C0023290,Approved
6301,Miltefosine,DB09031,"Leishmaniasis, Cutaneous",C0023283,Approved
6302,Miltefosine,DB09031,Mucocutaneous leishmaniasis,C1328252,Approved
6303,Vedolizumab,DB09033,Ulcerative Colitis,C0009324,Approved
6304,Vedolizumab,DB09033,Crohn Disease,C0010346,Approved
6305,Suvorexant,DB09034,Sleeplessness,C0917801,Approved
6306,Nivolumab,DB09035,"Malignant melanoma, metastatic",C0860594,Approved
6307,Nivolumab,DB09035,Squamous cell carcinoma of lung,C0149782,Approved
6308,Nivolumab,DB09035,Non-Small Cell Lung Carcinoma,C0007131,Approved
6309,Nivolumab,DB09035,Metastatic Renal Cell Cancer,C0278678,Approved
6310,Siltuximab,DB09036,Angiolymphoid hyperplasia,C0017531,Approved
6311,Pembrolizumab,DB09037,"Malignant melanoma, metastatic",C0860594,Approved
6312,Pembrolizumab,DB09037,Non-Small Cell Lung Carcinoma,C0007131,Approved
6313,Empagliflozin,DB09038,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,Approved
6314,Eliglustat,DB09039,Gaucher Disease,C0017205,Approved
6315,Efinaconazole,DB09040,Onychomycosis of toenails,C1274470,Approved
6316,Efinaconazole,DB09040,Onychomycosis due to Trichophyton mentagrophytes,C0276755,Approved
6317,Efinaconazole,DB09040,Onychomycosis,C0040261,Approved
6318,Tavaborole,DB09041,Onychomycosis of toenails,C1274470,Approved
6319,Tavaborole,DB09041,Onychomycosis due to Trichophyton mentagrophytes,C0276755,Approved
6320,Tavaborole,DB09041,Onychomycosis due to Trichophyton rubrum,C0276754,Approved
6321,Tedizolid Phosphate,DB09042,Staphylococcal Skin Infections,C0038166,Approved
6322,Tedizolid Phosphate,DB09042,"Skin Diseases, Bacterial",C0162627,Approved
6323,Tedizolid Phosphate,DB09042,Streptococcal infection of skin,C1274355,Approved
6324,Albiglutide,DB09043,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,Approved
6325,Dulaglutide,DB09045,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,Approved
6326,Metreleptin,DB09046,Familial generalized lipodystrophy,C0221032,Approved
6327,Metreleptin,DB09046,Acquired generalized lipodystrophy,C0271693,Approved
6328,Metreleptin,DB09046,Acquired partial lipodystrophy,C0220989,Approved
6329,Finafloxacin,DB09047,Acute otitis externa,C0149948,Approved
6330,Netupitant,DB09048,Chemotherapy-induced nausea and vomiting,C0401160,Approved
6331,Naloxegol,DB09049,Drug-induced constipation,C0267511,Approved
6332,Ceftolozane,DB09050,Urinary tract infection,C0042029,Approved
6333,Ceftolozane,DB09050,Intraabdominal Infections,C1112209,Approved
6334,Elosulfase alfa,DB09051,"Mucopolysaccharidosis, MPS-IV-A",C0086651,Approved
6335,Blinatumomab,DB09052,Pre B-cell acute lymphoblastic leukemia,C0349636,Approved
6336,Ibrutinib,DB09053,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse",C0334634,Approved
6337,Ibrutinib,DB09053,Chronic Lymphocytic Leukemia,C0023434,Approved
6338,Ibrutinib,DB09053,Waldenstrom Macroglobulinemia,C0024419,Approved
6339,Idelalisib,DB09054,Chronic Lymphocytic Leukemia,C0023434,Approved
6340,Idelalisib,DB09054,"Lymphoma, Follicular",C0024301,Approved
6341,Idelalisib,DB09054,Small Lymphocytic Lymphoma,C0855095,Approved
6342,Avibactam,DB09060,Pyelonephritis,C0034186,Approved
6343,Avibactam,DB09060,Intraabdominal Infections,C1112209,Approved
6344,Cobicistat,DB09065,HIV Infections,C0019693,Approved
6345,Vortioxetine,DB09068,Major Depressive Disorder,C1269683,Approved
6346,Tasimelteon,DB09071,Non-24 hour sleep-wake cycle,C0393772,Approved
6347,Sodium oxybate,DB09072,Narcolepsy-Cataplexy Syndrome,C0751362,Approved
6348,Sodium oxybate,DB09072,Narcolepsy,C0027404,Approved
6349,Palbociclib,DB09073,Human epidermal growth factor 2 negative carcinoma of breast,C2316304,Approved
6350,Olaparib,DB09074,Malignant tumor of peritoneum,C0153467,Approved
6351,Olaparib,DB09074,Malignant neoplasm of ovary,C1140680,Approved
6352,Olaparib,DB09074,Epithelial tumor of ovary,C0341823,Approved
6353,Edoxaban,DB09075,Pulmonary Embolism,C0034065,Approved
6354,Edoxaban,DB09075,Embolism,C0013922,Approved
6355,Umeclidinium,DB09076,Chronic Obstructive Airway Disease,C0024117,Approved
6356,Dinutuximab,DB09077,Neuroblastoma,C0027819,Approved
6357,Lenvatinib,DB09078,Follicular thyroid carcinoma,C0206682,Approved
6358,Lenvatinib,DB09078,Papillary thyroid carcinoma,C0238463,Approved
6359,Nintedanib,DB09079,Hamman-Rich syndrome,C0085786,Approved
6360,Nintedanib,DB09079,Non-Small Cell Lung Carcinoma,C0007131,Approved
6361,Olodaterol,DB09080,Chronic Obstructive Airway Disease,C0024117,Approved
6362,Idebenone,DB09081,"Optic Atrophy, Hereditary, Leber",C0917796,Approved
6363,Vilanterol,DB09082,"Bronchitis, Chronic",C0008677,Approved
6364,Vilanterol,DB09082,Pulmonary Emphysema,C0034067,Approved
6365,Vilanterol,DB09082,Chronic Obstructive Airway Disease,C0024117,Approved
6366,Vilanterol,DB09082,Asthma,C0004096,Approved
6367,Ivabradine,DB09083,Chronic heart failure,C0264716,Approved
6368,Benzydamine,DB09084,Pain,C0030193,Approved
6369,Tetracaine,DB09085,Pruritus,C0033774,Approved
6370,Tetracaine,DB09085,Skin irritation,C0152030,Approved
6371,Potassium alum,DB09087,Heartburn,C0018834,Approved
6372,Potassium alum,DB09087,Dyspepsia,C0013395,Approved
6373,Potassium alum,DB09087,Peptic Ulcer,C0030920,Approved
6374,Potassium alum,DB09087,Gastroesophageal reflux disease,C0017168,Approved
6375,Chlortetracycline,DB09093,Ophthalmia Neonatorum,C0029076,Approved
6376,Chlortetracycline,DB09093,Trachoma,C0040592,Approved
6377,Benzoyl peroxide,DB09096,Seborrheic dermatitis,C0036508,Approved
6378,Benzoyl peroxide,DB09096,Acne Vulgaris,C0001144,Approved
6379,Benzoyl peroxide,DB09096,Exanthema,C0015230,Approved
6380,Benzoyl peroxide,DB09096,Granuloma Annulare,C0085074,Approved
6381,Benzoyl peroxide,DB09096,Pruritus of genital organs,C0033777,Approved
6382,Benzoyl peroxide,DB09096,Contact Dermatitis,C0011616,Approved
6383,Benzoyl peroxide,DB09096,Pruritus Ani,C0033775,Approved
6384,Elvitegravir,DB09101,HIV Infections,C0019693,Approved
6385,Daclatasvir,DB09102,"Hepatitis C, Chronic",C0524910,Approved
6386,Magnesium hydroxide,DB09104,Constipation,C0009806,Approved
6387,Magnesium hydroxide,DB09104,Incomplete passage of stool,C0426639,Approved
6388,Magnesium hydroxide,DB09104,Peptic Ulcer,C0030920,Approved
6389,Magnesium hydroxide,DB09104,Dyspepsia,C0013395,Approved
6390,Magnesium hydroxide,DB09104,Gastroesophageal reflux disease,C0017168,Approved
6391,Magnesium hydroxide,DB09104,Heartburn,C0018834,Approved
6392,Asfotase Alfa,DB09105,Hypophosphatasia,C0020630,Approved
6393,Methoxy polyethylene glycol-epoetin beta,DB09107,Anemia in chronic kidney disease,C1561828,Approved
6394,Turoctocog alfa,DB09109,Hemophilia A,C0019069,Approved
6395,Mesna,DB09110,Testicular Germ Cell Tumor,C1336708,Approved
6396,Sodium Nitrite,DB09112,Toxic effect of cyanide,C0238080,Approved
6397,Poractant alfa,DB09113,"Respiratory Distress Syndrome, Newborn",C0035220,Approved
6398,Colfosceril palmitate,DB09114,"Respiratory Distress Syndrome, Newborn",C0035220,Approved
6399,Diiodohydroxyquinoline,DB09115,Amebiasis,C0002438,Approved
6400,Stiripentol,DB09118,"Epilepsies, Myoclonic",C0014550,Approved
6401,Stiripentol,DB09118,Infantile Severe Myoclonic Epilepsy,C0751122,Approved
6402,Peginterferon beta-1a,DB09122,"Multiple Sclerosis, Relapsing-Remitting",C0751967,Approved
6403,Potassium Citrate,DB09125,Hypokalemia,C0020621,Approved
6404,Potassium Citrate,DB09125,Calcium renal calculus,C1959799,Approved
6405,Potassium Citrate,DB09125,Renal tubular acidosis,C0001126,Approved
6406,Potassium Citrate,DB09125,RENAL CALCULUS CALCIUM OXALATE,C0748267,Approved
6407,Potassium Citrate,DB09125,Uric acid renal calculus,C0558595,Approved
6408,Disodium phosphate,DB09127,Constipation,C0009806,Approved
6409,Brexpiprazole,DB09128,Schizophrenia,C0036341,Approved
6410,Brexpiprazole,DB09128,Major Depressive Disorder,C1269683,Approved
6411,Protamine sulfate,DB09141,Heparin overdose,C0573789,Approved
6412,Sonidegib,DB09143,Basal cell carcinoma,C0007117,Approved
6413,Uridine triacetate,DB09144,Hereditary orotic aciduria,C0220987,Approved
6414,Uridine triacetate,DB09144,Antimetabolite overdose,C0572583,Approved
6415,Sucroferric Oxyhydroxide,DB09146,Hyperphosphatemia (disorder),C0085681,Approved
6416,Nitrogen,DB09152,Persistent Fetal Circulation Syndrome,C0031190,Approved
6417,Sodium Citrate,DB09154,Common Cold,C0009443,Approved
6418,Sodium Citrate,DB09154,Peptic Ulcer,C0030920,Approved
6419,Sodium Citrate,DB09154,Gastroesophageal reflux disease,C0017168,Approved
6420,Sodium Citrate,DB09154,Dyspepsia,C0013395,Approved
6421,Sodium Citrate,DB09154,Coughing,C0010200,Approved
6422,Sodium Citrate,DB09154,Rhinitis,C0035455,Approved
6423,Sodium Citrate,DB09154,Heartburn,C0018834,Approved
6424,Sodium Citrate,DB09154,Nasal congestion (finding),C0027424,Approved
6425,Sodium Citrate,DB09154,Rhinorrhea,C1260880,Approved
6426,Ferric Citrate,DB09162,Hyperphosphatemia (disorder),C0085681,Approved
6427,Etizolam,DB09166,Anxiety,C0003467,Approved
6428,Dosulepin,DB09167,Major Depressive Disorder,C1269683,Approved
6429,Dasabuvir,DB09183,"Hepatitis C, Chronic",C0524910,Approved
6430,Viloxazine,DB09185,Narcolepsy-Cataplexy Syndrome,C0751362,Approved
6431,Lobeglitazone,DB09198,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,Approved
6432,Moxisylyte,DB09205,Erectile dysfunction,C0242350,Approved
6433,Moxisylyte,DB09205,Raynaud Disease,C0034734,Approved
6434,Loxoprofen,DB09212,Rheumatoid Arthritis,C0003873,Approved
6435,Dexibuprofen,DB09213,Headache Disorders,C0393735,Approved
6436,Dexibuprofen,DB09213,Pain,C0030193,Approved
6437,Dexibuprofen,DB09213,Fever,C0015967,Approved
6438,Dexibuprofen,DB09213,Degenerative polyarthritis,C0029408,Approved
6439,Dexibuprofen,DB09213,Rheumatoid Arthritis,C0003873,Approved
6440,Dexibuprofen,DB09213,Dysmenorrhea,C0013390,Approved
6441,Polaprezinc,DB09221,Peptic Ulcer,C0030920,Approved
6442,Blonanserin,DB09223,Schizophrenia,C0036341,Approved
6443,Conestat alfa,DB09228,Hereditary C1 esterase inhibitor deficiency - deficient factor,C0398775,Approved
6444,Aranidipine,DB09229,Hypertensive disease,C0020538,Approved
6445,Azelnidipine,DB09230,Hypertensive disease,C0020538,Approved
6446,Efonidipine,DB09235,Hypertensive disease,C0020538,Approved
6447,Pirlindole,DB09244,Depressive disorder,C0011581,Approved
6448,Toloxatone,DB09245,Depressive disorder,C0011581,Approved
6449,Tegafur,DB09256,Malignant neoplasm of stomach,C0024623,Approved
6450,Gimeracil,DB09257,Malignant neoplasm of stomach,C0024623,Approved
6451,Bemiparin,DB09258,Pulmonary Embolism,C0034065,Approved
6452,Bemiparin,DB09258,Deep Vein Thrombosis,C0149871,Approved
6453,Imidafenacin,DB09262,Bladder muscle dysfunction - overactive,C0403643,Approved
6454,Patiromer,DB09263,Hyperkalemia,C0020461,Approved
6455,Idarucizumab,DB09264,Drug-induced coagulation inhibitor disorder,C0272373,Approved
6456,Lixisenatide,DB09265,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,Approved
6457,Strontium ranelate,DB09267,"Osteoporosis, Postmenopausal",C0029458,Approved
6458,Phenylacetic acid,DB09269,Hyperammonemia,C0220994,Approved
6459,Eluxadoline,DB09272,Irritable bowel syndrome with diarrhea,C0348898,Approved
6460,Eluxadoline,DB09272,Diarrhoea predominant irritable bowel syndrome,C1262211,Approved
6461,Artesunate,DB09274,"Malaria, Falciparum",C0024535,Approved
6462,Sodium aurothiomalate,DB09276,Rheumatoid Arthritis,C0003873,Approved
6463,Fimasartan,DB09279,Hypertensive disease,C0020538,Approved
6464,Magnesium Trisilicate,DB09281,Dyspepsia,C0013395,Approved
6465,Magnesium Trisilicate,DB09281,Peptic Ulcer,C0030920,Approved
6466,Magnesium Trisilicate,DB09281,Gastroesophageal reflux disease,C0017168,Approved
6467,Magnesium Trisilicate,DB09281,Heartburn,C0018834,Approved
6468,Polyethylene glycol,DB09287,Incomplete passage of stool,C0426639,Approved
6469,Polyethylene glycol,DB09287,Dry Eye Syndromes,C0013238,Approved
6470,Polyethylene glycol,DB09287,Redness of eye,C0235267,Approved
6471,Polyethylene glycol,DB09287,Constipation,C0009806,Approved
6472,Ramosetron,DB09290,Irritable bowel syndrome with diarrhea,C0348898,Approved
6473,Ramosetron,DB09290,Diarrhoea predominant irritable bowel syndrome,C1262211,Approved
6474,Rolapitant,DB09291,Chemotherapy-induced nausea and vomiting,C0401160,Approved
6475,Sacubitril,DB09292,Chronic heart failure,C0264716,Approved
6476,Sodium Iodide I-131,DB09293,Hyperthyroidism,C0020550,Approved
6477,Ombitasvir,DB09296,"Hepatitis C, Chronic",C0524910,Approved
6478,Paritaprevir,DB09297,"Hepatitis C, Chronic",C0524910,Approved
6479,Tenofovir alafenamide,DB09299,HIV Infections,C0019693,Approved
6480,Scopolamine butylbromide,DB09300,Gastric spasm (disorder),C0581358,Approved
6481,Alirocumab,DB09302,Hypercholesterolemia,C0020443,Approved
6482,Alirocumab,DB09302,Complex dyslipidemia,C3875286,Approved
6483,Alirocumab,DB09302,Familial hypercholesterolemia - heterozygous,C0342882,Approved
6484,Alirocumab,DB09302,Atherosclerosis,C0004153,Approved
6485,Evolocumab,DB09303,Hypercholesterolemia,C0020443,Approved
6486,Evolocumab,DB09303,Complex dyslipidemia,C3875286,Approved
6487,Evolocumab,DB09303,Familial hypercholesterolemia - heterozygous,C0342882,Approved
6488,Evolocumab,DB09303,Familial hypercholesterolemia - homozygous,C0342881,Approved
6489,Coagulation Factor XIII A-Subunit (Recombinant),DB09310,Hereditary factor XIII A subunit deficiency,C2584877,Approved
6490,Procaine benzylpenicillin,DB09320,Gingivostomatitis,C0149704,Approved
6491,Procaine benzylpenicillin,DB09320,Streptococcal tonsillitis,C0275804,Approved
6492,Procaine benzylpenicillin,DB09320,Infection of skin AND/OR subcutaneous tissue,C0178299,Approved
6493,Procaine benzylpenicillin,DB09320,"Syphilis, tertiary",C0153188,Approved
6494,Procaine benzylpenicillin,DB09320,Pharyngitis,C0031350,Approved
6495,Procaine benzylpenicillin,DB09320,"Syphilis, secondary",C0149985,Approved
6496,Procaine benzylpenicillin,DB09320,Acute otitis media,C0271429,Approved
6497,Procaine benzylpenicillin,DB09320,Streptococcal Infections,C0038395,Approved
6498,Procaine benzylpenicillin,DB09320,Fusospirochetal pharyngitis,C1318559,Approved
6499,Procaine benzylpenicillin,DB09320,"Syphilis, Latent",C0039133,Approved
6500,Procaine benzylpenicillin,DB09320,Streptococcal endocarditis,C3665800,Approved
6501,Procaine benzylpenicillin,DB09320,Scarlet Fever,C0036285,Approved
6502,Procaine benzylpenicillin,DB09320,Neurosyphilis,C0027927,Approved
6503,Procaine benzylpenicillin,DB09320,Bejel,C0004945,Approved
6504,Procaine benzylpenicillin,DB09320,Streptococcus pyogenes infection,C0554628,Approved
6505,Procaine benzylpenicillin,DB09320,Streptococcal pneumonia,C0155862,Approved
6506,Procaine benzylpenicillin,DB09320,Primary genital syphilis,C0017418,Approved
6507,Procaine benzylpenicillin,DB09320,Rat-Bite Fever,C0034686,Approved
6508,Procaine benzylpenicillin,DB09320,Anthrax disease,C0003175,Approved
6509,Procaine benzylpenicillin,DB09320,"Syphilis, Congenital",C0039131,Approved
6510,Procaine benzylpenicillin,DB09320,Pinta,C0031946,Approved
6511,Procaine benzylpenicillin,DB09320,Yaws,C0043388,Approved
6512,Procaine benzylpenicillin,DB09320,Erysipelas,C0014733,Approved
6513,Procaine benzylpenicillin,DB09320,Syphilis,C0039128,Approved
6514,Procaine benzylpenicillin,DB09320,Staphylococcus aureus infection,C1318973,Approved
6515,Zinc oxide,DB09321,Exanthema,C0015230,Approved
6516,Zinc oxide,DB09321,Tinea Versicolor,C0040262,Approved
6517,Zinc oxide,DB09321,Skin irritation,C0152030,Approved
6518,Zinc oxide,DB09321,Arthropod bite wound,C1444173,Approved
6519,Zinc oxide,DB09321,Tinea cruris,C1384589,Approved
6520,Zinc oxide,DB09321,Tinea corporis (disorder),C0040252,Approved
6521,Zinc oxide,DB09321,Cutaneous Candidiasis,C0006846,Approved
6522,Zinc oxide,DB09321,Pruritus,C0033774,Approved
6523,Zinc oxide,DB09321,Pruritus Ani,C0033775,Approved
6524,Zinc oxide,DB09321,Burn injury,C0006434,Approved
6525,Zinc oxide,DB09321,Hemorrhoids,C0019112,Approved
6526,Zinc oxide,DB09321,Diaper Rash,C0011974,Approved
6527,Zinc oxide,DB09321,Injury wounds,C0043250,Approved
6528,Zinc oxide,DB09321,Proctitis,C0033246,Approved
6529,Zinc oxide,DB09321,Rectal pain,C0034886,Approved
6530,Zinc oxide,DB09321,Tinea Pedis,C0040259,Approved
6531,Zinc sulfate,DB09322,Redness of eye,C0235267,Approved
6532,Zinc sulfate,DB09322,Zinc deficiency,C0235950,Approved
6533,Benzathine benzylpenicillin,DB09323,Erysipelas,C0014733,Approved
6534,Benzathine benzylpenicillin,DB09323,Scarlet Fever,C0036285,Approved
6535,Benzathine benzylpenicillin,DB09323,Streptococcal pneumonia,C0155862,Approved
6536,Benzathine benzylpenicillin,DB09323,Streptococcus pyogenes infection,C0554628,Approved
6537,Benzathine benzylpenicillin,DB09323,Streptococcal Infections,C0038395,Approved
6538,Sulbactam,DB09324,Intraabdominal Infections,C1112209,Approved
6539,Sulbactam,DB09324,Rhinoscleroma,C0035468,Approved
6540,Sulbactam,DB09324,Infection of skin AND/OR subcutaneous tissue,C0178299,Approved
6541,Sulbactam,DB09324,Female genital tract infection,C1263758,Approved
6542,Sulbactam,DB09324,Staphylococcus aureus infection,C1318973,Approved
6543,Sulbactam,DB09324,Bacterial peritonitis,C0341503,Approved
6544,Sulbactam,DB09324,Cholangitis,C0008311,Approved
6545,Sulbactam,DB09324,Pelvic Inflammatory Disease,C0242172,Approved
6546,Sulbactam,DB09324,Enterobacteriaceae Infections,C0014347,Approved
6547,Sulbactam,DB09324,Escherichia coli Infections,C0014836,Approved
6548,Sodium fluoride,DB09325,Vitamin Deficiency,C1510471,Approved
6549,Osimertinib,DB09330,Epidermal growth factor receptor positive non-small cell lung cancer,C1960925,Approved
6550,Daratumumab,DB09331,Multiple Myeloma,C0026764,Approved
6551,Kappadione,DB09332,"Jaundice, Obstructive",C0022354,Approved
6552,Tipiracil,DB09343,Malignant tumor of colon,C0007102,Approved
6553,Pramocaine,DB09345,Pruritus,C0033774,Approved
6554,Pramocaine,DB09345,Skin irritation,C0152030,Approved
6555,Pramocaine,DB09345,Tinea cruris,C1384589,Approved
6556,Pramocaine,DB09345,Proctitis,C0033246,Approved
6557,Pramocaine,DB09345,Injury wounds,C0043250,Approved
6558,Pramocaine,DB09345,Rectal pain,C0034886,Approved
6559,Pramocaine,DB09345,Arthropod bite wound,C1444173,Approved
6560,Pramocaine,DB09345,Otitis Externa,C0029878,Approved
6561,Pramocaine,DB09345,Tinea Pedis,C0040259,Approved
6562,Pramocaine,DB09345,Pruritus Ani,C0033775,Approved
6563,Pramocaine,DB09345,Exanthema,C0015230,Approved
6564,Pramocaine,DB09345,Dry skin,C0151908,Approved
6565,Pramocaine,DB09345,Tinea corporis (disorder),C0040252,Approved
6566,Pramocaine,DB09345,Burn injury,C0006434,Approved
6567,Pramocaine,DB09345,Hemorrhoids,C0019112,Approved
6568,Pramocaine,DB09345,Itching of ear,C0849907,Approved
6569,Pramocaine,DB09345,Inflammatory dermatosis,C3875321,Approved
6570,Pramocaine,DB09345,Allergic otitis externa,C1320547,Approved
6571,Piperonyl butoxide,DB09350,Pediculus capitis infestation,C0030757,Approved
6572,Piperonyl butoxide,DB09350,Infestation by Phthirus pubis,C0030759,Approved
6573,Piperonyl butoxide,DB09350,Body louse infestation,C0030758,Approved
6574,Levobetaxolol,DB09351,"Glaucoma, Open-Angle",C0017612,Approved
6575,Levobetaxolol,DB09351,Ocular Hypertension,C0028840,Approved
6576,Hydroxyamphetamine hydrobromide,DB09352,Mydriasis,C0026961,Approved
6577,Sulfur,DB09353,Necrotizing Ulcerative Gingivitis,C0017575,Approved
6578,Sulfur,DB09353,Acne Vulgaris,C0001144,Approved
6579,Sulfur,DB09353,Acneiform Eruptions,C0175167,Approved
6580,Sulfur,DB09353,Greasy skin,C0234925,Approved
6581,Sulfur,DB09353,Aphthous Stomatitis,C0038363,Approved
6582,Sulfur,DB09353,Seborrheic dermatitis,C0036508,Approved
6583,Sulfur,DB09353,Scurfiness of scalp,C0423775,Approved
6584,Dexpanthenol,DB09357,Dermatologic disorders,C0037274,Approved
6585,Dexpanthenol,DB09357,Diaper Rash,C0011974,Approved
6586,Dexpanthenol,DB09357,Gastroparesis,C0152020,Approved
6587,Dexpanthenol,DB09357,Paralytic Ileus,C0030446,Approved
6588,Dexpanthenol,DB09357,Contact dermatitis due to Rhus diversiloba,C0263283,Approved
6589,Dexpanthenol,DB09357,Eczema,C0013595,Approved
6590,Dexpanthenol,DB09357,Arthropod bite wound,C1444173,Approved
6591,Norgestrel,DB09389,Menorrhagia,C0025323,Approved
6592,Norgestrel,DB09389,Hot flushes,C0600142,Approved
6593,Propoxyphene napsylate,DB09396,Pain,C0030193,Approved
6594,Magnesium chloride,DB09407,Hypomagnesemia,C0151723,Approved
6595,Sodium phosphate,DB09449,Constipation,C0009806,Approved
6596,Glycerin,DB09462,Constipation,C0009806,Approved
6597,"Sodium phosphate, dibasic, heptahydrate",DB09468,Constipation,C0009806,Approved
6598,"Sodium phosphate, monobasic, anhydrous",DB09469,Constipation,C0009806,Approved
6599,Sodium sulfate,DB09472,Incomplete passage of stool,C0426639,Approved
6600,Enalaprilat,DB09477,Asymptomatic left ventricular systolic dysfunction,C3698411,Approved
6601,Enalaprilat,DB09477,Hypertensive disease,C0020538,Approved
6602,Enalaprilat,DB09477,Congestive heart failure,C0018802,Approved
6603,Magnesium carbonate,DB09481,Gastroesophageal reflux disease,C0017168,Approved
6604,Magnesium carbonate,DB09481,Hypomagnesemia,C0151723,Approved
6605,Magnesium carbonate,DB09481,Heartburn,C0018834,Approved
6606,Magnesium carbonate,DB09481,Peptic Ulcer,C0030920,Approved
6607,Magnesium carbonate,DB09481,Incomplete passage of stool,C0426639,Approved
6608,Magnesium carbonate,DB09481,Dyspepsia,C0013395,Approved
6609,Magnesium carbonate,DB09481,Constipation,C0009806,Approved
6610,Cysteine hydrochloride,DB09485,Bronchitis,C0006277,Approved
6611,Cysteine hydrochloride,DB09485,Poisoning by acetaminophen,C0237963,Approved
6612,Cysteine hydrochloride,DB09485,Amyloidosis,C0002726,Approved
6613,Cysteine hydrochloride,DB09485,Pulmonary Cystic Fibrosis,C0392164,Approved
6614,Cysteine hydrochloride,DB09485,Bronchiectasis,C0006267,Approved
6615,Acrivastine,DB09488,Hay fever,C0018621,Approved
6616,Acrivastine,DB09488,"Rhinitis, Vasomotor",C0035460,Approved
6617,Acrivastine,DB09488,Nasal congestion (finding),C0027424,Approved
6618,Acrivastine,DB09488,Rhinorrhea,C1260880,Approved
6619,Acrivastine,DB09488,Allergic Conjunctivitis,C0009766,Approved
6620,Acrivastine,DB09488,Sneezing,C0037383,Approved
6621,Acrivastine,DB09488,Common Cold,C0009443,Approved
6622,Acrivastine,DB09488,Allergic rhinitis (disorder),C2607914,Approved
6623,Octinoxate,DB09496,Chloasma,C0025218,Approved
6624,Octinoxate,DB09496,Discoloration of skin,C0151907,Approved
6625,Sodium thiosulfate,DB09499,Toxic effect of cyanide,C0238080,Approved
6626,Simethicone,DB09512,Diaper Rash,C0011974,Approved
6627,Sodium ferric gluconate complex,DB09517,Iron deficiency anemia,C0162316,Approved
6628,Sodium ferric gluconate complex,DB09517,Anemia of prematurity,C0158996,Approved
6629,"Sodium phosphate, monobasic, monohydrate",DB09525,Urinary tract infection,C0042029,Approved
6630,"Sodium phosphate, monobasic, monohydrate",DB09525,Calcium renal calculus,C1959799,Approved
6631,"Sodium phosphate, monobasic, monohydrate",DB09525,Incomplete passage of stool,C0426639,Approved
6632,"Sodium phosphate, monobasic, monohydrate",DB09525,Hypophosphatemia,C0085682,Approved
6633,Hydroquinone,DB09526,Facial hyperpigmentation,C2677857,Approved
6634,Hydroquinone,DB09526,Discoloration of skin,C0151907,Approved
